sku_code,cpse_name,depot_location,raw_description,quantity,unit_cost_inr,days_idle,po_no,heat_no,standard,hsn_code,gem_category,mesc_code,cppp_tender_id
ONGC-ELB-02654,ONGC,"Mehsana Asset, Gujarat","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 1/2 INCH, SCH 160, ASTM A234 WPB, ASME B16.9",139,3838.08,228,ONGC/PO/2024/804244,HT-C45315,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.63.54.179.1,CPPP/2025/ONGC_237510
ONGC-FLA-02655,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","FLANGE, WELDING NECK RTJ, 3/4 INCH, CLASS 1500, ASTM A182 F11, ASME B16.5, RTJ FACING",153,4917.07,206,ONGC/PO/2024/263089,HT-C41247,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.10.39.221.1,CPPP/2025/ONGC_430924
ONGC-TEE-02656,ONGC,"Ankleshwar Asset, Gujarat","BUTTWELD FITTING, EQUAL TEE, 2 INCH, SCH 160, ASTM A420 WPL6, ASME B16.9",178,4606.45,51,ONGC/PO/2024/164153,HT-Z31614,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.36.23.688.1,CPPP/2025/ONGC_472161
ONGC-CEN-02657,ONGC,"Hazira Gas Processing Plant, Gujarat","CENTRIFUGAL PUMP SPARE, CARTRIDGE MECHANICAL SEAL API 682, SIZE 1/2 INCH, SIC/SIC/FFKM, API 610",8,39667.94,217,ONGC/PO/2024/764816,HT-B34403,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.89.30.497.1,CPPP/2025/ONGC_249095
ONGC-FLA-02658,ONGC,"Ankleshwar Asset, Gujarat","FLANGE, BLIND, 16 INCH, CLASS 900, ASTM A182 F53, ASME B16.5, RTJ FACING",79,32299.65,285,ONGC/PO/2024/868852,HT-X81613,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.98.38.954.1,CPPP/2025/ONGC_949624
ONGC-CHE-02659,ONGC,"Rajahmundry Asset, Andhra Pradesh","CHECK VALVE, DUAL PLATE WAFER, 1/2 INCH, CLASS 1500, BODY ASTM A351 CF8M, TRIM 8, API 594, RTJ FACING",22,55739.71,353,ONGC/PO/2024/898867,HT-X81689,API 594,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.66.77.291.1,CPPP/2025/ONGC_923354
ONGC-CEN-02660,ONGC,"Rajahmundry Asset, Andhra Pradesh","CENTRIFUGAL PUMP SPARE, CARTRIDGE MECHANICAL SEAL API 682, SIZE 6 INCH, ASTM A743 CA15, API 682",132,53950.36,41,ONGC/PO/2024/112705,HT-A83512,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.87.81.542.1,CPPP/2025/ONGC_953145
ONGC-BUT-02661,ONGC,"Mehsana Asset, Gujarat","BUTTERFLY VALVE, TRIPLE ECCENTRIC, METAL SEATED, 20 INCH, CLASS 2500, BODY ASTM A352 LCB, TRIM NIONIC-60, ASME B16.34, RTJ FACING",6,33485.57,244,ONGC/PO/2024/265009,HT-C98986,ASME B16.34,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.58.91.578.1,CPPP/2025/ONGC_103716
ONGC-CEN-02662,ONGC,"Uran Gas Processing Complex, Maharashtra","CENTRIFUGAL PUMP SPARE, CARTRIDGE MECHANICAL SEAL API 682, SIZE 8 INCH, SIC/SIC/FFKM, API 610",135,45092.29,420,ONGC/PO/2024/678988,HT-A97101,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.26.14.597.1,CPPP/2025/ONGC_457985
ONGC-CEN-02663,ONGC,"Mehsana Asset, Gujarat","CENTRIFUGAL PUMP SPARE, ENCLOSED IMPELLER DYNAMICALLY BALANCED, SIZE 4 INCH, ASTM A743 CA15, API 682",75,54320.05,105,ONGC/PO/2024/966000,HT-C79857,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.42.71.606.1,CPPP/2025/ONGC_299379
ONGC-RED-02664,ONGC,"Uran Gas Processing Complex, Maharashtra","BUTTWELD FITTING, CONCENTRIC REDUCER, 24 INCH, ASTM A403 WP304L, ASME B16.9",124,3083.46,146,ONGC/PO/2024/184626,HT-Z95553,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.89.96.100.1,CPPP/2025/ONGC_226660
ONGC-GAT-02665,ONGC,"Uran Gas Processing Complex, Maharashtra","GATE VALVE, BOLTED BONNET, OS&Y, 1 INCH, CLASS 1500, BODY ASTM A352 LCB, API 602, RTJ FACING",168,26192.43,999,ONGC/PO/2024/364948,HT-B66827,API 602,84818030,GeM/CAT/VALVES/GATE/API600,77.10.20.91.895.1,CPPP/2025/ONGC_511363
ONGC-PIP-02666,ONGC,"Mehsana Asset, Gujarat","LINE PIPE, SEAMLESS, 6 INCH, SCH 20, ASTM A312 TP316L, ASME B36.10M, BEVELED ENDS",115,8697.91,53,ONGC/PO/2024/835058,HT-A81264,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.41.23.801.1,CPPP/2025/ONGC_898885
ONGC-GAS-02667,ONGC,"Uran Gas Processing Complex, Maharashtra","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 16 INCH, CLASS 900, ASME B16.20, SOFT IRON",136,3026.09,186,ONGC/PO/2024/266029,HT-Z16127,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.17.73.402.1,CPPP/2025/ONGC_172839
ONGC-GAS-02668,ONGC,"Mehsana Asset, Gujarat","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 1.5 INCH, CLASS 150, ASME B16.20, ASTM A182 F316L",77,7034.74,215,ONGC/PO/2024/614573,HT-B37821,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.26.48.491.1,CPPP/2025/ONGC_977423
ONGC-GAS-02669,ONGC,"Ankleshwar Asset, Gujarat","SPIRAL WOUND GASKET WITH INNER AND OUTER CENTERING RING, 1/2 INCH, CLASS 900, ASME B16.20, SS304/FG",102,1835.66,831,ONGC/PO/2024/348404,HT-X69392,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.77.78.733.1,CPPP/2025/ONGC_272512
ONGC-GAT-02670,ONGC,"Ankleshwar Asset, Gujarat","GATE VALVE, BOLTED BONNET, OS&Y, 6 INCH, CLASS 300, BODY ASTM A216 WCB, TRIM 1, API 600, RF FACING",8,27569.51,848,ONGC/PO/2024/949295,HT-Z16093,API 600,84818030,GeM/CAT/VALVES/GATE/API600,77.10.23.93.197.1,CPPP/2025/ONGC_578255
ONGC-FLA-02671,ONGC,"Mehsana Asset, Gujarat","FLANGE, WELDING NECK RTJ, 6 INCH, CLASS 2500, ASTM A182 F11, ASME B16.5, RTJ FACING",86,5108.55,284,ONGC/PO/2024/571713,HT-Z12790,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.38.38.508.1,CPPP/2025/ONGC_758958
ONGC-ELB-02672,ONGC,"Karaikal Asset, Tamil Nadu","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 24 INCH, SCH 80, ASTM A403 WP304L, ASME B16.9",160,3937.52,206,ONGC/PO/2024/654962,HT-C80770,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.61.50.266.1,CPPP/2025/ONGC_327763
ONGC-GAS-02673,ONGC,"Hazira Gas Processing Plant, Gujarat","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 24 INCH, CLASS 300, ASME B16.20, ASTM A182 F316L",56,7725.87,992,ONGC/PO/2024/282554,HT-A70687,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.14.10.124.1,CPPP/2025/ONGC_261391
ONGC-PIP-02674,ONGC,"Karaikal Asset, Tamil Nadu","LINE PIPE, ELECTRIC RESISTANCE WELDED, 3 INCH, SCH 80, API 5L X65, API 5L PSL2, BEVELED ENDS",24,10646.01,64,ONGC/PO/2024/458087,HT-A23644,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.70.28.939.1,CPPP/2025/ONGC_765484
ONGC-CHE-02675,ONGC,"Hazira Gas Processing Plant, Gujarat","CHECK VALVE, DUAL PLATE WAFER, 6 INCH, CLASS 300, BODY ASTM A351 CF8M, TRIM 8, API 594, RF FACING",59,62755.2,41,ONGC/PO/2024/920793,HT-C82533,API 594,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.91.91.113.1,CPPP/2025/ONGC_661267
ONGC-CEN-02676,ONGC,"Mehsana Asset, Gujarat","CENTRIFUGAL PUMP SPARE, HARDENED SHAFT SLEEVE, SIZE 3/4 INCH, SIC/SIC/FFKM, API 610",79,46244.47,213,ONGC/PO/2024/434033,HT-X73400,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.26.21.202.1,CPPP/2025/ONGC_240025
ONGC-ELB-02677,ONGC,"Hazira Gas Processing Plant, Gujarat","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 24 INCH, SCH 40, ASTM A234 WPB, ASME B16.9",108,4115.32,64,ONGC/PO/2024/189388,HT-C29954,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.63.71.306.1,CPPP/2025/ONGC_968350
ONGC-STU-02678,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","STUD BOLT WITH TWO HEAVY HEX NUTS, 1-1/4 INCH, LENGTH 220MM, STUD ASTM A193 B7, NUTS ASTM A194 2H, ASME B16.5",167,1899.36,795,ONGC/PO/2024/971857,HT-C23218,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.47.70.340.1,CPPP/2025/ONGC_466915
ONGC-PSV-02679,ONGC,"Rajahmundry Asset, Andhra Pradesh","PRESSURE SAFETY RELIEF VALVE, SPRING LOADED, FLANGED, 1.5 INCH, CLASS 2500, ORIFICE L, BODY ASTM A351 CF8M, ASME SEC VIII",49,124289.58,183,ONGC/PO/2024/565838,HT-X80565,ASME SEC VIII,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.84.82.755.1,CPPP/2025/ONGC_828483
ONGC-ELB-02680,ONGC,"Mehsana Asset, Gujarat","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 3/4 INCH, SCH 160, ASTM A420 WPL6, ASME B16.9",100,3722.38,14,ONGC/PO/2024/800524,HT-B96060,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.71.13.202.1,CPPP/2025/ONGC_377912
ONGC-STU-02681,ONGC,"Mehsana Asset, Gujarat","STUD BOLT WITH TWO HEAVY HEX NUTS, 1-1/2 INCH, LENGTH 180MM, STUD ASTM A193 B8M, NUTS ASTM A194 8M, ASME B16.5",91,2259.65,1111,ONGC/PO/2024/761829,HT-B28459,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.38.17.766.1,CPPP/2025/ONGC_421867
ONGC-ELB-02682,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 3 INCH, SCH 40, ASTM A403 WP316L, ASME B16.9",157,4263.2,601,ONGC/PO/2024/911139,HT-C22009,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.60.26.874.1,CPPP/2025/ONGC_816574
ONGC-PSV-02683,ONGC,"Rajahmundry Asset, Andhra Pradesh","PRESSURE SAFETY RELIEF VALVE, SPRING LOADED, FLANGED, 1 INCH, CLASS 1500, ORIFICE Q, BODY ASTM A216 WCB, ASME SEC VIII",24,64062.52,51,ONGC/PO/2024/793779,HT-B13501,ASME SEC VIII,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.83.78.159.1,CPPP/2025/ONGC_468426
ONGC-GAT-02684,ONGC,"Mehsana Asset, Gujarat","GATE VALVE, BOLTED BONNET, OS&Y, 24 INCH, CLASS 1500, BODY ASTM A351 CF8M, TRIM 5, API 602, RTJ FACING",65,50287.58,51,ONGC/PO/2024/826016,HT-Z75375,API 602,84818030,GeM/CAT/VALVES/GATE/API600,77.10.66.88.744.1,CPPP/2025/ONGC_893995
ONGC-CEN-02685,ONGC,"Uran Gas Processing Complex, Maharashtra","CENTRIFUGAL PUMP SPARE, ENCLOSED IMPELLER DYNAMICALLY BALANCED, SIZE 16 INCH, ASTM A743 CF8M, API 682",120,121153.13,462,ONGC/PO/2024/614612,HT-C41642,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.12.89.516.1,CPPP/2025/ONGC_399944
ONGC-ELB-02686,ONGC,"Ankleshwar Asset, Gujarat","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 8 INCH, SCH 40, ASTM A420 WPL6, ASME B16.9",135,3886.99,984,ONGC/PO/2024/769403,HT-B86506,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.52.23.530.1,CPPP/2025/ONGC_804661
ONGC-GLO-02687,ONGC,"Rajahmundry Asset, Andhra Pradesh","GLOBE VALVE, BOLTED BONNET, OUTSIDE SCREW, 3 INCH, CLASS 600, BODY ASTM A216 WCB, TRIM 16, API 623, RF FACING",41,26714.56,166,ONGC/PO/2024/315726,HT-B23379,API 623,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.33.53.633.1,CPPP/2025/ONGC_200849
ONGC-GLO-02688,ONGC,"Mehsana Asset, Gujarat","GLOBE VALVE, BOLTED BONNET, OUTSIDE SCREW, 4 INCH, CLASS 300, BODY ASTM A350 LF2, TRIM 12, API 623, RF FACING",67,33028.0,321,ONGC/PO/2024/373924,HT-X65748,API 623,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.53.33.970.1,CPPP/2025/ONGC_906519
ONGC-GLO-02689,ONGC,"Ankleshwar Asset, Gujarat","GLOBE VALVE, BOLTED BONNET, OUTSIDE SCREW, 20 INCH, CLASS 600, BODY ASTM A350 LF2, TRIM 12, API 602, RF FACING",31,44353.35,186,ONGC/PO/2024/488714,HT-A70473,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.23.41.480.1,CPPP/2025/ONGC_821078
ONGC-STU-02690,ONGC,"Uran Gas Processing Complex, Maharashtra","STUD BOLT WITH TWO HEAVY HEX NUTS, 1-1/2 INCH, LENGTH 180MM, STUD ASTM A320 L7, NUTS ASTM A194 7, ASME B18.2.1",3,2280.61,276,ONGC/PO/2024/816125,HT-C79015,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.15.72.525.1,CPPP/2025/ONGC_539884
ONGC-BAL-02691,ONGC,"Rajahmundry Asset, Andhra Pradesh","BALL VALVE, TRUNNION MOUNTED, FULL BORE, 8 INCH, CLASS 2500, BODY ASTM A351 CF8M, TRIM 316SS/DEV, API 6D, RTJ FACING",47,60831.43,318,ONGC/PO/2024/661800,HT-B35756,API 6D,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.54.87.393.1,CPPP/2025/ONGC_666921
ONGC-GLO-02692,ONGC,"Mehsana Asset, Gujarat","GLOBE VALVE, BOLTED BONNET, OUTSIDE SCREW, 1 INCH, CLASS 600, BODY ASTM A352 LCB, TRIM 8, API 623, RF FACING",140,30313.31,78,ONGC/PO/2024/795582,HT-B57787,API 623,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.41.49.210.1,CPPP/2025/ONGC_610869
ONGC-PIP-02693,ONGC,"Mehsana Asset, Gujarat","LINE PIPE, SEAMLESS, 20 INCH, SCH 160, API 5L X60, ASME B36.10M, BEVELED ENDS",150,7663.61,23,ONGC/PO/2024/407129,HT-X39148,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.82.92.776.1,CPPP/2025/ONGC_813570
ONGC-CEN-02694,ONGC,"Hazira Gas Processing Plant, Gujarat","CENTRIFUGAL PUMP SPARE, HARDENED SHAFT SLEEVE, SIZE 8 INCH, ASTM A743 CF8M, API 682",4,113906.69,163,ONGC/PO/2024/177055,HT-B67991,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.72.99.207.1,CPPP/2025/ONGC_437316
ONGC-PIP-02695,ONGC,"Mehsana Asset, Gujarat","LINE PIPE, SEAMLESS, 24 INCH, SCH 40, API 5L X65, ASME B36.10M, BEVELED ENDS",74,10119.88,344,ONGC/PO/2024/114689,HT-Z10261,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.94.34.129.1,CPPP/2025/ONGC_931868
ONGC-GAS-02696,ONGC,"Karaikal Asset, Tamil Nadu","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 1 INCH, CLASS 1500, ASME B16.20, LOW CARBON STEEL",105,3969.86,985,ONGC/PO/2024/900948,HT-X52702,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.81.47.133.1,CPPP/2025/ONGC_262060
ONGC-GAS-02697,ONGC,"Rajahmundry Asset, Andhra Pradesh","SPIRAL WOUND GASKET WITH INNER AND OUTER CENTERING RING, 3 INCH, CLASS 300, ASME B16.20, SS304/FG",165,2647.5,498,ONGC/PO/2024/114947,HT-B41195,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.80.59.427.1,CPPP/2025/ONGC_540172
ONGC-GLO-02698,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","GLOBE VALVE, BOLTED BONNET, OUTSIDE SCREW, 3 INCH, CLASS 1500, BODY ASTM A216 WCB, BS 1873, RTJ FACING",173,26925.0,25,ONGC/PO/2024/832958,HT-B10006,BS 1873,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.10.52.299.1,CPPP/2025/ONGC_578218
ONGC-TEE-02699,ONGC,"Uran Gas Processing Complex, Maharashtra","BUTTWELD FITTING, EQUAL TEE, 12 INCH, SCH 160, ASTM A403 WP316L, ASME B16.9",169,5096.25,29,ONGC/PO/2024/110570,HT-X19243,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.17.79.164.1,CPPP/2025/ONGC_900685
ONGC-PIP-02700,ONGC,"Rajahmundry Asset, Andhra Pradesh","LINE PIPE, ELECTRIC RESISTANCE WELDED, 4 INCH, SCH 40, API 5L GR.B, API 5L PSL2, BEVELED ENDS",95,7936.17,722,ONGC/PO/2024/171053,HT-Z83571,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.17.67.102.1,CPPP/2025/ONGC_979116
ONGC-GAS-02701,ONGC,"Mehsana Asset, Gujarat","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 10 INCH, CLASS 2500, ASME B16.20, ASTM A182 F316L",179,7615.99,1044,ONGC/PO/2024/528762,HT-B53533,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.78.40.413.1,CPPP/2025/ONGC_712108
ONGC-GLO-02702,ONGC,"Mehsana Asset, Gujarat","GLOBE VALVE, BOLTED BONNET, OUTSIDE SCREW, 20 INCH, CLASS 2500, BODY ASTM A352 LCB, TRIM 16, API 602, RTJ FACING",126,30240.42,725,ONGC/PO/2024/192742,HT-A89872,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.28.39.345.1,CPPP/2025/ONGC_476917
ONGC-BUT-02703,ONGC,"Karaikal Asset, Tamil Nadu","BUTTERFLY VALVE, TRIPLE ECCENTRIC, METAL SEATED, 8 INCH, CLASS 2500, BODY ASTM A351 CF8M, TRIM NIONIC-60, API 609, RTJ FACING",104,64547.8,37,ONGC/PO/2024/555790,HT-A96849,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.86.13.458.1,CPPP/2025/ONGC_436781
ONGC-CEN-02704,ONGC,"Rajahmundry Asset, Andhra Pradesh","CENTRIFUGAL PUMP SPARE, ENCLOSED IMPELLER DYNAMICALLY BALANCED, SIZE 16 INCH, ASTM A743 CF8M, API 610",24,115265.76,1058,ONGC/PO/2024/412115,HT-A66176,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.69.82.435.1,CPPP/2025/ONGC_757684
ONGC-STU-02705,ONGC,"Uran Gas Processing Complex, Maharashtra","STUD BOLT WITH TWO HEAVY HEX NUTS, 1 INCH, LENGTH 220MM, STUD ASTM A193 B16, NUTS ASTM A194 7, ASME B16.5",140,3214.02,941,ONGC/PO/2024/226866,HT-X92094,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.30.75.386.1,CPPP/2025/ONGC_453566
ONGC-GAS-02706,ONGC,"Rajahmundry Asset, Andhra Pradesh","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 2 INCH, CLASS 1500, ASME B16.20, LOW CARBON STEEL",13,3327.69,83,ONGC/PO/2024/679471,HT-Z62144,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.54.79.960.1,CPPP/2025/ONGC_123193
ONGC-CEN-02707,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","CENTRIFUGAL PUMP SPARE, CARTRIDGE MECHANICAL SEAL API 682, SIZE 8 INCH, ASTM A743 CA15, API 610",118,36172.59,136,ONGC/PO/2024/399079,HT-B96192,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.95.51.557.1,CPPP/2025/ONGC_437127
ONGC-STU-02708,ONGC,"Uran Gas Processing Complex, Maharashtra","STUD BOLT WITH TWO HEAVY HEX NUTS, 1-1/8 INCH, LENGTH 150MM, STUD ASTM A193 B8M, NUTS ASTM A194 8M, ASME B18.2.1",164,2213.45,391,ONGC/PO/2024/820970,HT-Z45197,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.64.86.846.1,CPPP/2025/ONGC_113906
ONGC-FLA-02709,ONGC,"Hazira Gas Processing Plant, Gujarat","FLANGE, SOCKET WELD, 1 INCH, CLASS 300, INCONEL 625, ASME B16.5, RF FACING",71,31913.72,1001,ONGC/PO/2024/816772,HT-C73372,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.96.14.104.1,CPPP/2025/ONGC_241997
ONGC-CEN-02710,ONGC,"Ankleshwar Asset, Gujarat","CENTRIFUGAL PUMP SPARE, ENCLOSED IMPELLER DYNAMICALLY BALANCED, SIZE 12 INCH, ASTM A743 CA15, API 682",70,42173.57,120,ONGC/PO/2024/948107,HT-X73516,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.30.46.645.1,CPPP/2025/ONGC_602482
ONGC-ELB-02711,ONGC,"Ankleshwar Asset, Gujarat","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 3 INCH, SCH 40, ASTM A420 WPL6, ASME B16.9",139,2931.25,13,ONGC/PO/2024/138748,HT-X42747,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.44.92.571.1,CPPP/2025/ONGC_422326
ONGC-STU-02712,ONGC,"Karaikal Asset, Tamil Nadu","STUD BOLT WITH TWO HEAVY HEX NUTS, 3/4 INCH, LENGTH 120MM, STUD ASTM A193 B8M, NUTS ASTM A194 8M, ASME B18.2.1",5,1671.2,339,ONGC/PO/2024/361297,HT-B66717,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.81.93.868.1,CPPP/2025/ONGC_296329
ONGC-CEN-02713,ONGC,"Rajahmundry Asset, Andhra Pradesh","CENTRIFUGAL PUMP SPARE, CARTRIDGE MECHANICAL SEAL API 682, SIZE 6 INCH, SIC/SIC/FFKM, API 682",37,43201.83,789,ONGC/PO/2024/439501,HT-X80858,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.56.13.842.1,CPPP/2025/ONGC_546901
ONGC-GAS-02714,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","RING TYPE JOINT GASKET, OCTAGONAL METALLIC, 8 INCH, CLASS 300, ASME B16.20, LOW CARBON STEEL",81,4008.33,75,ONGC/PO/2024/147146,HT-A17045,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.32.53.460.1,CPPP/2025/ONGC_373881
ONGC-PIP-02715,ONGC,"Mehsana Asset, Gujarat","LINE PIPE, ELECTRIC RESISTANCE WELDED, 6 INCH, SCH 40, API 5L X52, API 5L PSL2, BEVELED ENDS",69,7803.98,241,ONGC/PO/2024/106347,HT-C25501,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.98.99.418.1,CPPP/2025/ONGC_489941
ONGC-FLA-02716,ONGC,"Ankleshwar Asset, Gujarat","FLANGE, SOCKET WELD, 20 INCH, CLASS 300, ASTM A182 F11, ASME B16.5, RF FACING",156,4176.89,433,ONGC/PO/2024/209521,HT-Z61629,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.92.25.302.1,CPPP/2025/ONGC_660796
ONGC-STU-02717,ONGC,"Mumbai High Offshore Logistics Base, Maharashtra","STUD BOLT WITH TWO HEAVY HEX NUTS, 1-1/8 INCH, LENGTH 260MM, STUD ASTM A320 L7, NUTS ASTM A194 7, ASME B18.2.1",47,1781.47,83,ONGC/PO/2024/358107,HT-B47855,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.19.88.783.1,CPPP/2025/ONGC_744396
ONGC-ELB-02718,ONGC,"Karaikal Asset, Tamil Nadu","BUTTWELD FITTING, ELBOW 90 DEG LONG RADIUS, 3/4 INCH, SCH 160, ASTM A403 WP316L, ASME B16.9",29,2729.29,321,ONGC/PO/2024/408818,HT-B59678,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.16.43.658.1,CPPP/2025/ONGC_754018
ONGC-FLA-02719,ONGC,"Karaikal Asset, Tamil Nadu","FLANGE, BLIND, 6 INCH, CLASS 150, ASTM A182 F53, ASME B16.5, RF FACING",148,29757.96,624,ONGC/PO/2024/315476,HT-C72909,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.59.99.629.1,CPPP/2025/ONGC_659114
ONGC-RED-02720,ONGC,"Uran Gas Processing Complex, Maharashtra","BUTTWELD FITTING, CONCENTRIC REDUCER, 12 INCH, SCH 40, ASTM A403 WP316L, ASME B16.9",136,3223.23,330,ONGC/PO/2024/862497,HT-C78616,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.96.17.652.1,CPPP/2025/ONGC_407142
ONGC-CHE-02721,ONGC,"Hazira Gas Processing Plant, Gujarat","CHECK VALVE, DUAL PLATE WAFER, 16 INCH, CLASS 150, BODY ASTM A105, TRIM 12, API 594, RF FACING",146,20933.49,14,ONGC/PO/2024/795469,HT-A27585,API 594,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.63.12.479.1,CPPP/2025/ONGC_434029
ONGC-GAS-02722,ONGC,"Karaikal Asset, Tamil Nadu","SPIRAL WOUND GASKET WITH INNER AND OUTER CENTERING RING, 12 INCH, CLASS 1500, ASME B16.20, SS316L/FG",79,2575.12,283,ONGC/PO/2024/544029,HT-Z52073,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.57.82.991.1,CPPP/2025/ONGC_980777
