canonical_id,item_type,size_nb_mm,size_inch,dn_code,pressure_class,metallurgy,facing_end,standard,canonical_description,unspsc_code,gem_category_id
CAN-001144,GATE_VALVE,40.0,"1.5""",DN40,300,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 300, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001145,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001146,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001147,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001148,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001149,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A105,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001150,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A105,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001151,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A105,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001152,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A105,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001153,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A182 F316,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001154,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001155,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A182 F316,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001156,GATE_VALVE,40.0,"1.5""",DN40,600,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 600, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001157,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001158,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001159,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001160,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001161,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A105,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001162,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A105,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001163,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A105,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001164,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A105,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001165,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A182 F316,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001166,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001167,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A182 F316,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001168,GATE_VALVE,40.0,"1.5""",DN40,900,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 900, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001169,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001170,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001171,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001172,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001173,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A105,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001174,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A105,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001175,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A105,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001176,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A105,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001177,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A182 F316,RF,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001178,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001179,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A182 F316,BW,API 600,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001180,GATE_VALVE,40.0,"1.5""",DN40,1500,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 1.5"" (DN40), CLASS 1500, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001181,GATE_VALVE,50.0,"2""",DN50,150,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001182,GATE_VALVE,50.0,"2""",DN50,150,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001183,GATE_VALVE,50.0,"2""",DN50,150,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001184,GATE_VALVE,50.0,"2""",DN50,150,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001185,GATE_VALVE,50.0,"2""",DN50,150,ASTM A105,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001186,GATE_VALVE,50.0,"2""",DN50,150,ASTM A105,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001187,GATE_VALVE,50.0,"2""",DN50,150,ASTM A105,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001188,GATE_VALVE,50.0,"2""",DN50,150,ASTM A105,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001189,GATE_VALVE,50.0,"2""",DN50,150,ASTM A182 F316,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001190,GATE_VALVE,50.0,"2""",DN50,150,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001191,GATE_VALVE,50.0,"2""",DN50,150,ASTM A182 F316,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001192,GATE_VALVE,50.0,"2""",DN50,150,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 150, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001193,GATE_VALVE,50.0,"2""",DN50,300,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001194,GATE_VALVE,50.0,"2""",DN50,300,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001195,GATE_VALVE,50.0,"2""",DN50,300,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001196,GATE_VALVE,50.0,"2""",DN50,300,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001197,GATE_VALVE,50.0,"2""",DN50,300,ASTM A105,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001198,GATE_VALVE,50.0,"2""",DN50,300,ASTM A105,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001199,GATE_VALVE,50.0,"2""",DN50,300,ASTM A105,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001200,GATE_VALVE,50.0,"2""",DN50,300,ASTM A105,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001201,GATE_VALVE,50.0,"2""",DN50,300,ASTM A182 F316,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001202,GATE_VALVE,50.0,"2""",DN50,300,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001203,GATE_VALVE,50.0,"2""",DN50,300,ASTM A182 F316,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001204,GATE_VALVE,50.0,"2""",DN50,300,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 300, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001205,GATE_VALVE,50.0,"2""",DN50,600,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001206,GATE_VALVE,50.0,"2""",DN50,600,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001207,GATE_VALVE,50.0,"2""",DN50,600,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001208,GATE_VALVE,50.0,"2""",DN50,600,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001209,GATE_VALVE,50.0,"2""",DN50,600,ASTM A105,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001210,GATE_VALVE,50.0,"2""",DN50,600,ASTM A105,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001211,GATE_VALVE,50.0,"2""",DN50,600,ASTM A105,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001212,GATE_VALVE,50.0,"2""",DN50,600,ASTM A105,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001213,GATE_VALVE,50.0,"2""",DN50,600,ASTM A182 F316,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001214,GATE_VALVE,50.0,"2""",DN50,600,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001215,GATE_VALVE,50.0,"2""",DN50,600,ASTM A182 F316,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001216,GATE_VALVE,50.0,"2""",DN50,600,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 600, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001217,GATE_VALVE,50.0,"2""",DN50,900,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001218,GATE_VALVE,50.0,"2""",DN50,900,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001219,GATE_VALVE,50.0,"2""",DN50,900,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001220,GATE_VALVE,50.0,"2""",DN50,900,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001221,GATE_VALVE,50.0,"2""",DN50,900,ASTM A105,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001222,GATE_VALVE,50.0,"2""",DN50,900,ASTM A105,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001223,GATE_VALVE,50.0,"2""",DN50,900,ASTM A105,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001224,GATE_VALVE,50.0,"2""",DN50,900,ASTM A105,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001225,GATE_VALVE,50.0,"2""",DN50,900,ASTM A182 F316,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001226,GATE_VALVE,50.0,"2""",DN50,900,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001227,GATE_VALVE,50.0,"2""",DN50,900,ASTM A182 F316,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001228,GATE_VALVE,50.0,"2""",DN50,900,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 900, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001229,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001230,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001231,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001232,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001233,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A105,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001234,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A105,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001235,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A105,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001236,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A105,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001237,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A182 F316,RF,API 600,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001238,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001239,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A182 F316,BW,API 600,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001240,GATE_VALVE,50.0,"2""",DN50,1500,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 2"" (DN50), CLASS 1500, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001241,GATE_VALVE,80.0,"3""",DN80,150,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001242,GATE_VALVE,80.0,"3""",DN80,150,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001243,GATE_VALVE,80.0,"3""",DN80,150,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001244,GATE_VALVE,80.0,"3""",DN80,150,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001245,GATE_VALVE,80.0,"3""",DN80,150,ASTM A105,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001246,GATE_VALVE,80.0,"3""",DN80,150,ASTM A105,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001247,GATE_VALVE,80.0,"3""",DN80,150,ASTM A105,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001248,GATE_VALVE,80.0,"3""",DN80,150,ASTM A105,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001249,GATE_VALVE,80.0,"3""",DN80,150,ASTM A182 F316,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001250,GATE_VALVE,80.0,"3""",DN80,150,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001251,GATE_VALVE,80.0,"3""",DN80,150,ASTM A182 F316,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001252,GATE_VALVE,80.0,"3""",DN80,150,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 150, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001253,GATE_VALVE,80.0,"3""",DN80,300,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001254,GATE_VALVE,80.0,"3""",DN80,300,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001255,GATE_VALVE,80.0,"3""",DN80,300,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001256,GATE_VALVE,80.0,"3""",DN80,300,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001257,GATE_VALVE,80.0,"3""",DN80,300,ASTM A105,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A105, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001258,GATE_VALVE,80.0,"3""",DN80,300,ASTM A105,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A105, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001259,GATE_VALVE,80.0,"3""",DN80,300,ASTM A105,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A105, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001260,GATE_VALVE,80.0,"3""",DN80,300,ASTM A105,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A105, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001261,GATE_VALVE,80.0,"3""",DN80,300,ASTM A182 F316,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A182 F316, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001262,GATE_VALVE,80.0,"3""",DN80,300,ASTM A182 F316,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A182 F316, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001263,GATE_VALVE,80.0,"3""",DN80,300,ASTM A182 F316,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A182 F316, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001264,GATE_VALVE,80.0,"3""",DN80,300,ASTM A182 F316,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 300, ASTM A182 F316, BW FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001265,GATE_VALVE,80.0,"3""",DN80,600,ASTM A216 WCB,RF,API 600,"VALVE, GATE, 3"" (DN80), CLASS 600, ASTM A216 WCB, RF FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001266,GATE_VALVE,80.0,"3""",DN80,600,ASTM A216 WCB,RF,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 600, ASTM A216 WCB, RF FACING, API 6D",40141611,GEM-VALVE-GATE
CAN-001267,GATE_VALVE,80.0,"3""",DN80,600,ASTM A216 WCB,BW,API 600,"VALVE, GATE, 3"" (DN80), CLASS 600, ASTM A216 WCB, BW FACING, API 600",40141611,GEM-VALVE-GATE
CAN-001268,GATE_VALVE,80.0,"3""",DN80,600,ASTM A216 WCB,BW,API 6D,"VALVE, GATE, 3"" (DN80), CLASS 600, ASTM A216 WCB, BW FACING, API 6D",40141611,GEM-VALVE-GATE
